Course,Semester,Section,StudentId,hw1,hw2,lab,paper1,presentation,paper3,test1,test2,test3,Total Grade,Final letter
Biol2231,Spring 2011,3,86-Z,61.6041495,67.46364171,86.96454175,85.16842995,77.43952828,83.57372978,95.62469301,42.50239806,69.11807492,83.7101591,B
Biol2231,Spring 2011,3,87-Z,69.51125855,62.81192505,66.11498637,80.06291513,93.12344615,85.86820025,66.99548897,88.08212523,76.17802924,72.789394,C
Biol2231,Spring 2011,3,88-Z,87.99524092,85.38073151,65.71677601,71.26602332,66.69781249,64.08489893,74.41272882,87.11122813,88.05535123,68.26771155,D 
Chem2333,Spring 2012,1,50-Z,60.10929538,84.88022848,70.37347229,77.53526051,90.59571232,74.34709079,83.82721878,80.0006613,72.63668827,98.09796778,A
Chem2333,Spring 2012,1,51-Z,79.15361382,84.29328816,76.43467649,72.74815573,65.36856538,76.97055946,61.96927976,92.30650281,67.37857276,53.41684697,F
Chem2333,Spring 2012,1,52-Z,81.51041046,57.38588577,80.43455622,78.04294054,78.31278376,81.10185025,80.41521322,70.73449754,76.95104082,80.11964579,B
Chem2333,Spring 2012,1,53-Z,73.6261856,92.71433379,94.79567638,90.80241346,72.00366109,88.23754484,87.86268935,74.05163423,81.21922465,85.81584104,B
Chem2333,Spring 2012,1,54-Z,69.345787,74.02624868,72.52595509,71.21430871,55.90781369,80.26445741,66.53906504,67.87602714,79.67871682,96.84409324,A
Chem2333,Spring 2012,1,55-Z,67.11424931,75.98266572,71.099278,90.95757661,78.12083491,64.56964074,95.10655276,84.74362973,92.22844061,89.14002621,B
Chem2333,Spring 2012,1,56-Z,66.86399871,66.70162836,95.08425185,60.59179842,88.32882349,77.87277498,63.36097164,68.61928136,83.01852873,64.60133905,D 
Chem2333,Spring 2012,1,57-Z,73.39793933,77.91039183,83.56216103,83.25107476,84.70178007,83.50752823,91.2361622,73.68018714,77.99994337,75.15097777,C
Chem2333,Spring 2012,1,58-Z,73.35826338,88.89295852,89.95446539,78.7078531,83.56620481,95.92241176,74.89313536,66.12567892,64.03702093,92.40671595,A
Chem2333,Spring 2012,1,59-Z,72.13829549,73.40538054,83.43803549,63.71322139,90.47205865,87.72729103,80.1436367,77.79000538,80.35388779,76.4741422,C
Chem2333,Spring 2012,1,60-Z,79.06877524,82.15728226,72.54154144,89.807291,54.56715852,87.9895395,92.31801681,82.39335677,51.03377427,69.71846033,D 
Chem2333,Spring 2012,1,61-Z,77.28649127,68.45241559,83.02130302,71.15853123,90.42340912,78.29502303,75.48559936,83.00083265,74.08585108,86.98742589,B
Chem2333,Spring 2012,1,62-Z,74.52582611,85.10248763,93.55839679,92.47589162,85.20720717,84.23907674,85.36300064,86.18778032,87.25637031,69.42366417,D 
Chem2333,Spring 2012,2,63-Z,59.91098343,83.965752,68.97401949,75.48854955,93.44359572,82.22117294,80.05809434,75.55996908,75.42152354,64.73416466,D 
Chem2333,Spring 2012,2,64-Z,71.06364424,54.77576066,71.28364966,69.04140009,75.14784401,82.56516783,80.21294123,79.50150685,89.82171616,79.06710642,C
Chem2333,Spring 2012,2,65-Z,77.5232798,82.11527831,95.45164232,68.77730068,81.76145174,79.77923718,52.37764535,88.34909733,86.10658875,70.53533552,C
Chem2333,Spring 2012,2,66-Z,71.64037009,71.02516978,76.56350209,84.16051834,77.57772692,88.78193765,97.93078367,74.8708564,84.29170429,65.36729659,D 
Chem2333,Spring 2012,2,67-Z,87.0921752,75.59513456,75.80921747,90.23478626,84.11361054,83.53615578,78.50092771,72.77163763,78.21794409,82.57815263,B
Chem2333,Spring 2012,2,68-Z,77.91928674,77.61551557,67.86286642,73.53617004,82.03542171,99.37887706,78.8690932,80.86436344,69.68609444,76.62728554,C
Chem2333,Spring 2012,2,69-Z,70.20749606,78.83990458,60.12326246,80.79857923,62.58281297,53.62218387,79.60917285,81.94504899,64.88589189,69.74509965,D 
Chem2333,Spring 2012,2,70-Z,79.36467921,69.34810911,65.18046183,54.31413518,72.005116,72.89407183,97.81281551,88.59247155,70.70512031,88.26192419,B
Chem2333,Spring 2012,2,71-Z,80.80647775,89.65459089,96.9722427,61.54274229,83.26942058,63.75182171,102.2837318,71.85946032,74.54389267,114.9203421,A
Chem2333,Spring 2012,2,72-Z,59.291656,81.0646977,72.36603567,70.64595022,76.12958674,76.81904215,96.40216519,78.53620271,68.81991073,86.12463877,B
Chem2333,Spring 2012,2,73-Z,84.31004257,85.19987788,73.56215421,80.54182298,79.1401134,85.50121617,73.60645924,75.59837433,77.38407824,65.69130344,D 
Chem2333,Spring 2012,2,74-Z,74.04724588,90.12971842,80.5435003,83.67835591,63.56775534,80.32831381,52.00560526,84.66994754,76.09752719,90.28663319,A
Chem2333,Spring 2012,2,75-Z,76.68384194,75.0985952,86.73990642,96.33293426,64.27665807,77.51450141,62.29202749,77.16581377,94.30750609,87.76345852,B
Chem2333,Spring 2012,2,76-Z,71.75895131,59.64080834,84.23029507,60.00684718,92.50963353,67.52870942,81.81547497,72.27133217,76.91915289,70.59371676,C
Chem2333,Spring 2012,2,77-Z,79.07365391,81.08973261,79.08936927,68.03488748,69.81106934,85.21076437,85.57551222,96.24109043,67.69413774,86.38558808,B
Chem2333,Spring 2012,2,78-Z,81.03397994,92.92661688,72.53801958,76.48864334,73.97364392,84.24491739,86.62966535,63.87665822,78.62998999,75.46137138,C
